Knight Tour Path:
Step 1: (0, 0) -> a1
Step 27159: (170, 84) -> µ171
Step 27160: (172, 85) -> ¶173
Step 27161: (174, 86) -> ·175
Step 27162: (176, 87) -> ¸177
Step 27163: (178, 88) -> ¹179
Step 27164: (180, 89) -> º181
Step 27165: (178, 90) -> »179
Step 27166: (176, 89) -> º177
Step 27167: (174, 88) -> ¹175
Step 27168: (172, 87) -> ¸173
Step 27169: (170, 86) -> ·171
Step 27170: (168, 85) -> ¶169
Step 27171: (166, 84) -> µ167
Step 27172: (167, 86) -> ·168
Step 27173: (169, 85) -> ¶170
Step 27174: (171, 86) -> ·172
Step 27175: (173, 87) -> ¸174
Step 27176: (175, 88) -> ¹176
Step 27177: (177, 89) -> º178
Step 27178: (179, 90) -> »180
Step 27179: (181, 91) -> ¼182
Step 27180: (183, 92) -> ½184
Step 27181: (185, 93) -> ¾186
Step 27182: (187, 94) -> ¿188
Step 27183: (189, 95) -> À190
Step 27184: (191, 96) -> Á192
Step 27185: (193, 97) -> Â194
Step 27186: (195, 98) -> Ã196
Step 27187: (197, 99) -> Ä198
Step 27188: (199, 100) -> Å200
Step 27189: (201, 101) -> Æ202
Step 27190: (203, 102) -> Ç204
Step 27191: (205, 103) -> È206
Step 27192: (207, 104) -> É208
Step 27193: (209, 105) -> Ê210
Step 27194: (211, 106) -> Ë212
Step 27195: (213, 107) -> Ì214
Step 27196: (214, 109) -> Î215
Step 27197: (216, 110) -> Ï217
Step 27198: (218, 111) -> Ð219
Step 27199: (217, 109) -> Î218
Step 27200: (219, 110) -> Ï220
Step 27201: (221, 111) -> Ð222
Step 27202: (223, 112) -> Ñ224
Step 27203: (221, 113) -> Ò222
Step 27204: (219, 112) -> Ñ220
Step 27205: (217, 111) -> Ð218
Step 27206: (215, 110) -> Ï216
Step 27207: (213, 109) -> Î214
Step 27208: (211, 108) -> Í212
Step 27209: (209, 107) -> Ì210
Step 27210: (207, 106) -> Ë208
Step 27211: (205, 105) -> Ê206
Step 27212: (203, 104) -> É204
Step 27213: (201, 103) -> È202
Step 27214: (200, 101) -> Æ201
Step 27215: (198, 100) -> Å199
Step 27216: (196, 99) -> Ä197
Step 27217: (194, 98) -> Ã195
Step 27218: (192, 97) -> Â193
Step 27219: (190, 96) -> Á191
Step 27220: (188, 95) -> À189
Step 27221: (186, 94) -> ¿187
Step 27222: (184, 93) -> ¾185
Step 27223: (182, 92) -> ½183
Step 27224: (183, 94) -> ¿184
Step 27225: (185, 95) -> À186
Step 27226: (187, 96) -> Á188
Step 27227: (189, 97) -> Â190
Step 27228: (191, 98) -> Ã192
Step 27229: (193, 99) -> Ä194
Step 27230: (195, 100) -> Å196
Step 27231: (197, 101) -> Æ198
Step 27232: (199, 102) -> Ç200
Step 27233: (200, 104) -> É201
Step 27234: (201, 102) -> Ç202
Step 27235: (203, 103) -> È204
Step 27236: (204, 105) -> Ê205
Step 27237: (206, 106) -> Ë207
Step 27238: (208, 107) -> Ì209
Step 27239: (210, 108) -> Í211
Step 27240: (212, 109) -> Î213
Step 27241: (211, 107) -> Ì212
Step 27242: (213, 108) -> Í214
Step 27243: (214, 110) -> Ï215
Step 27244: (216, 111) -> Ð217
Step 27245: (218, 112) -> Ñ219
Step 27246: (217, 110) -> Ï218
Step 27247: (219, 111) -> Ð220
Step 27248: (221, 112) -> Ñ222
Step 27249: (223, 113) -> Ò224
Step 27250: (225, 114) -> Ó226
Step 27251: (226, 116) -> Õ227
Step 27252: (224, 115) -> Ô225
Step 27253: (222, 114) -> Ó223
Step 27254: (220, 113) -> Ò221
Step 27255: (221, 115) -> Ô222
Step 27256: (222, 113) -> Ò223
Step 27257: (220, 112) -> Ñ221
Step 27258: (219, 114) -> Ó220
Step 27259: (217, 113) -> Ò218
Step 27260: (215, 112) -> Ñ216
Step 27261: (213, 111) -> Ð214
Step 27262: (211, 110) -> Ï212
Step 27263: (212, 108) -> Í213
Step 27264: (210, 107) -> Ì211
Step 27265: (208, 106) -> Ë209
Step 27266: (206, 105) -> Ê207
Step 27267: (204, 104) -> É205
Step 27268: (202, 103) -> È203
Step 27269: (200, 102) -> Ç201
Step 27270: (198, 101) -> Æ199
Step 27271: (196, 100) -> Å197
Step 27272: (194, 99) -> Ä195
Step 27273: (192, 98) -> Ã193
Step 27274: (190, 97) -> Â191
Step 27275: (188, 96) -> Á189
Step 27276: (186, 95) -> À187
Step 27277: (184, 94) -> ¿185
Step 27278: (182, 93) -> ¾183
Step 27279: (180, 92) -> ½181
Step 27280: (178, 91) -> ¼179
Step 27281: (176, 90) -> »177
Step 27282: (174, 89) -> º175
Step 27283: (172, 88) -> ¹173
Step 27284: (170, 87) -> ¸171
Step 27285: (168, 86) -> ·169
Step 27286: (167, 84) -> µ168
Step 27287: (165, 83) -> ´166
Step 27288: (163, 82) -> ³164
Step 27289: (161, 81) -> ²162
Step 27290: (159, 80) -> ±160
Step 27291: (157, 79) -> °158
Step 27292: (155, 78) -> ¯156
Step 27293: (153, 77) -> ®154
Step 27294: (151, 76) -> ­152
Step 27295: (149, 75) -> ¬150
Step 27296: (147, 74) -> «148
Step 27297: (145, 73) -> ª146
Step 27298: (143, 72) -> ©144
Step 27299: (141, 71) -> ¨142
Step 27300: (139, 70) -> §140
Step 27301: (137, 69) -> ¦138
Step 27302: (135, 68) -> ¥136
Step 27303: (133, 67) -> ¤134
Step 27304: (132, 65) -> ¢133
Step 27305: (130, 64) -> ¡131
Step 27306: (128, 63) ->  129
Step 27307: (126, 62) -> 127
Step 27308: (124, 63) ->  125
Step 27309: (122, 64) -> ¡123
Step 27310: (120, 65) -> ¢121
Step 27311: (118, 66) -> £119
Step 27312: (116, 67) -> ¤117
Step 27313: (114, 68) -> ¥115
Step 27314: (116, 69) -> ¦117
Step 27315: (118, 68) -> ¥119
Step 27316: (120, 67) -> ¤121
Step 27317: (122, 66) -> £123
Step 27318: (124, 65) -> ¢125
Step 27319: (126, 64) -> ¡127
Step 27320: (128, 65) -> ¢129
Step 27321: (130, 66) -> £131
Step 27322: (131, 68) -> ¥132
Step 27323: (132, 66) -> £133
Step 27324: (134, 67) -> ¤135
Step 27325: (136, 68) -> ¥137
Step 27326: (138, 69) -> ¦139
Step 27327: (140, 70) -> §141
Step 27328: (142, 71) -> ¨143
Step 27329: (144, 72) -> ©145
Step 27330: (146, 73) -> ª147
Step 27331: (148, 74) -> «149
Step 27332: (150, 75) -> ¬151
Step 27333: (152, 76) -> ­153
Step 27334: (154, 77) -> ®155
Step 27335: (156, 78) -> ¯157
Step 27336: (158, 79) -> °159
Step 27337: (160, 80) -> ±161
Step 27338: (162, 81) -> ²163
Step 27339: (163, 83) -> ´164
Step 27340: (165, 84) -> µ166
Step 27341: (167, 85) -> ¶168
Step 27342: (169, 86) -> ·170
Step 27343: (171, 87) -> ¸172
Step 27344: (173, 88) -> ¹174
Step 27345: (175, 89) -> º176
Step 27346: (177, 90) -> »178
Step 27347: (179, 91) -> ¼180
Step 27348: (181, 92) -> ½182
Step 27349: (182, 94) -> ¿183
Step 27350: (184, 95) -> À185
Step 27351: (186, 96) -> Á187
Step 27352: (188, 97) -> Â189
Step 27353: (190, 98) -> Ã191
Step 27354: (189, 96) -> Á190
Step 27355: (191, 97) -> Â192
Step 27356: (193, 98) -> Ã194
Step 27357: (195, 99) -> Ä196
Step 27358: (197, 100) -> Å198
Step 27359: (199, 101) -> Æ200
Step 27360: (198, 103) -> È199
Step 27361: (196, 102) -> Ç197
Step 27362: (194, 101) -> Æ195
Step 27363: (192, 100) -> Å193
Step 27364: (190, 99) -> Ä191
Step 27365: (188, 98) -> Ã189
Step 27366: (186, 97) -> Â187
Step 27367: (184, 96) -> Á185
Step 27368: (182, 95) -> À183
Step 27369: (181, 93) -> ¾182
Step 27370: (179, 92) -> ½180
Step 27371: (177, 91) -> ¼178
Step 27372: (175, 90) -> »176
Step 27373: (173, 89) -> º174
Step 27374: (171, 88) -> ¹172
Step 27375: (169, 87) -> ¸170
Step 27376: (170, 89) -> º171
Step 27377: (172, 90) -> »173
Step 27378: (174, 91) -> ¼175
Step 27379: (176, 92) -> ½177
Step 27380: (178, 93) -> ¾179
Step 27381: (180, 94) -> ¿181
Step 27382: (181, 96) -> Á182
Step 27383: (183, 95) -> À184
Step 27384: (185, 96) -> Á186
Step 27385: (187, 97) -> Â188
Step 27386: (189, 98) -> Ã190
Step 27387: (191, 99) -> Ä192
Step 27388: (193, 100) -> Å194
Step 27389: (195, 101) -> Æ196
Step 27390: (197, 102) -> Ç198
Step 27391: (199, 103) -> È200
Step 27392: (201, 104) -> É202
Step 27393: (203, 105) -> Ê204
Step 27394: (205, 106) -> Ë206
Step 27395: (207, 107) -> Ì208
Step 27396: (209, 108) -> Í210
Step 27397: (211, 109) -> Î212
Step 27398: (213, 110) -> Ï214
Step 27399: (215, 111) -> Ð216
Step 27400: (217, 112) -> Ñ218
Step 27401: (219, 113) -> Ò220
Step 27402: (221, 114) -> Ó222
Step 27403: (223, 115) -> Ô224
Step 27404: (225, 116) -> Õ226
Step 27405: (224, 114) -> Ó225
Step 27406: (226, 115) -> Ô227
Step 27407: (228, 116) -> Õ229
Step 27408: (230, 117) -> Ö231
Step 27409: (231, 119) -> Ø232
Step 27410: (233, 120) -> Ù234
Step 27411: (234, 122) -> Û235
Step 27412: (236, 123) -> Ü237
Step 27413: (238, 124) -> Ý239
Step 27414: (240, 125) -> Þ241
Step 27415: (241, 127) -> à242
Step 27416: (242, 125) -> Þ243
Step 27417: (240, 126) -> ß241
Step 27418: (239, 128) -> á240
Step 27419: (238, 126) -> ß239
Step 27420: (240, 127) -> à241
Step 27421: (242, 128) -> á243
Step 27422: (241, 130) -> ã242
Step 27423: (240, 132) -> å241
Step 27424: (239, 134) -> ç240
Step 27425: (238, 136) -> é239
Step 27426: (236, 137) -> ê237
Step 27427: (235, 139) -> ì236
Step 27428: (233, 140) -> í234
Step 27429: (234, 142) -> ï235
Step 27430: (233, 144) -> ñ234
Step 27431: (232, 146) -> ó233
Step 27432: (230, 147) -> ô231
Step 27433: (229, 149) -> ö230
Step 27434: (228, 151) -> ø229
Step 27435: (227, 153) -> ú228
Step 27436: (226, 155) -> ü227
Step 27437: (224, 156) -> ý225
Step 27438: (223, 158) -> ÿ224
Step 27439: (222, 160) -> ā223
Step 27440: (224, 159) -> Ā225
Step 27441: (223, 161) -> Ă224
Step 27442: (225, 160) -> ā226
Step 27443: (224, 162) -> ă225
Step 27444: (223, 164) -> ą224
Step 27445: (222, 166) -> ć223
Step 27446: (221, 168) -> ĉ222
Step 27447: (220, 170) -> ċ221
Step 27448: (221, 172) -> č222
Step 27449: (222, 174) -> ď223
Step 27450: (223, 176) -> đ224
Step 27451: (224, 178) -> ē225
Step 27452: (225, 180) -> ĕ226
Step 27453: (226, 182) -> ė227
Step 27454: (227, 184) -> ę228
Step 27455: (228, 186) -> ě229
Step 27456: (229, 188) -> ĝ230
Step 27457: (230, 190) -> ğ231
Step 27458: (231, 192) -> ġ232
Step 27459: (232, 194) -> ģ233
Step 27460: (233, 196) -> ĥ234
Step 27461: (234, 198) -> ħ235
Step 27462: (235, 200) -> ĩ236
Step 27463: (236, 202) -> ī237
Step 27464: (237, 204) -> ĭ238
Step 27465: (238, 206) -> į239
Step 27466: (239, 208) -> ı240
Step 27467: (240, 210) -> ĳ241
Step 27468: (241, 212) -> ĵ242
Step 27469: (242, 214) -> ķ243
Step 27470: (243, 216) -> Ĺ244
Step 27471: (244, 218) -> Ļ245
Step 27472: (245, 220) -> Ľ246
Step 27473: (246, 222) -> Ŀ247
Step 27474: (247, 224) -> Ł248
Step 27475: (248, 226) -> Ń249
Step 27476: (249, 228) -> Ņ250
Step 27477: (250, 230) -> Ň251
Step 27478: (251, 232) -> ŉ252
Step 27479: (252, 234) -> ŋ253
Step 27480: (253, 236) -> ō254
Step 27481: (254, 238) -> ŏ255
Step 27482: (252, 237) -> Ŏ253
Step 27483: (251, 235) -> Ō252
Step 27484: (250, 233) -> Ŋ251
Step 27485: (249, 231) -> ň250
Step 27486: (248, 229) -> ņ249
Step 27487: (247, 227) -> ń248
Step 27488: (246, 225) -> ł247
Step 27489: (245, 223) -> ŀ246
Step 27490: (244, 221) -> ľ245
Step 27491: (243, 219) -> ļ244
Step 27492: (242, 217) -> ĺ243
Step 27493: (241, 215) -> ĸ242
Step 27494: (240, 213) -> Ķ241
Step 27495: (239, 211) -> Ĵ240
Step 27496: (238, 209) -> Ĳ239
Step 27497: (237, 207) -> İ238
Step 27498: (236, 205) -> Į237
Step 27499: (235, 203) -> Ĭ236
Step 27500: (234, 201) -> Ī235
Step 27501: (233, 199) -> Ĩ234
Step 27502: (232, 197) -> Ħ233
Step 27503: (231, 195) -> Ĥ232
Step 27504: (230, 193) -> Ģ231
Step 27505: (229, 191) -> Ġ230
Step 27506: (228, 189) -> Ğ229
Step 27507: (227, 187) -> Ĝ228
Step 27508: (226, 185) -> Ě227
Step 27509: (225, 183) -> Ę226
Step 27510: (224, 181) -> Ė225
Step 27511: (223, 179) -> Ĕ224
Step 27512: (222, 177) -> Ē223
Step 27513: (221, 175) -> Đ222
Step 27514: (220, 173) -> Ď221
Step 27515: (219, 171) -> Č220
Step 27516: (218, 169) -> Ċ219
Step 27517: (219, 167) -> Ĉ220
Step 27518: (220, 165) -> Ć221
Step 27519: (221, 163) -> Ą222
Step 27520: (222, 161) -> Ă223
Step 27521: (223, 159) -> Ā224
Step 27522: (224, 157) -> þ225
Step 27523: (226, 156) -> ý227
Step 27524: (227, 154) -> û228
Step 27525: (228, 152) -> ù229
Step 27526: (229, 150) -> ÷230
Step 27527: (230, 148) -> õ231
Step 27528: (231, 146) -> ó232
Step 27529: (232, 144) -> ñ233
Step 27530: (233, 142) -> ï234
Step 27531: (234, 140) -> í235
Step 27532: (235, 138) -> ë236
Step 27533: (236, 136) -> é237
Step 27534: (237, 134) -> ç238
Step 27535: (238, 132) -> å239
Step 27536: (239, 130) -> ã240
Step 27537: (240, 128) -> á241
Step 27538: (241, 126) -> ß242
Step 27539: (240, 124) -> Ý241
Step 27540: (239, 126) -> ß240
Step 27541: (237, 125) -> Þ238
Step 27542: (238, 123) -> Ü239
Step 27543: (239, 125) -> Þ240
Step 27544: (237, 124) -> Ý238
Step 27545: (236, 122) -> Û237
Step 27546: (234, 121) -> Ú235
Step 27547: (232, 120) -> Ù233
Step 27548: (230, 119) -> Ø231
Step 27549: (228, 118) -> ×229
Step 27550: (226, 117) -> Ö227
Step 27551: (224, 116) -> Õ225
Step 27552: (222, 115) -> Ô223
Step 27553: (220, 114) -> Ó221
Step 27554: (218, 113) -> Ò219
Step 27555: (216, 112) -> Ñ217
Step 27556: (214, 111) -> Ð215
Step 27557: (212, 110) -> Ï213
Step 27558: (210, 109) -> Î211
Step 27559: (208, 108) -> Í209
Step 27560: (206, 107) -> Ì207
Step 27561: (204, 106) -> Ë205
Step 27562: (202, 105) -> Ê203
Step 27563: (203, 107) -> Ì204
Step 27564: (205, 108) -> Í206
Step 27565: (207, 109) -> Î208
Step 27566: (209, 110) -> Ï210
Step 27567: (211, 111) -> Ð212
Step 27568: (213, 112) -> Ñ214
Step 27569: (215, 113) -> Ò216
Step 27570: (217, 114) -> Ó218
Step 27571: (219, 115) -> Ô220
Step 27572: (221, 116) -> Õ222
Step 27573: (223, 117) -> Ö224
Step 27574: (225, 118) -> ×226
Step 27575: (227, 117) -> Ö228
Step 27576: (229, 118) -> ×230
Step 27577: (227, 119) -> Ø228
Step 27578: (229, 120) -> Ù230
Step 27579: (231, 121) -> Ú232
Step 27580: (233, 122) -> Û234
Step 27581: (235, 123) -> Ü236
Step 27582: (236, 125) -> Þ237
Step 27583: (234, 124) -> Ý235
Step 27584: (232, 123) -> Ü233
Step 27585: (233, 121) -> Ú234
Step 27586: (231, 120) -> Ù232
Step 27587: (229, 119) -> Ø230
Step 27588: (227, 118) -> ×228
Step 27589: (225, 117) -> Ö226
Step 27590: (223, 116) -> Õ224
Step 27591: (224, 118) -> ×225
Step 27592: (226, 119) -> Ø227
Step 27593: (228, 120) -> Ù229
Step 27594: (230, 121) -> Ú231
Step 27595: (232, 122) -> Û233
Step 27596: (234, 123) -> Ü235
Step 27597: (236, 124) -> Ý237
Step 27598: (238, 125) -> Þ239
Step 27599: (239, 127) -> à240
Step 27600: (240, 129) -> â241
Step 27601: (239, 131) -> ä240
Step 27602: (238, 133) -> æ239
Step 27603: (237, 135) -> è238
Step 27604: (235, 136) -> é236
Step 27605: (236, 138) -> ë237
Step 27606: (235, 140) -> í236
Step 27607: (234, 138) -> ë235
Step 27608: (232, 139) -> ì233
Step 27609: (233, 141) -> î234
Step 27610: (232, 143) -> ð233
Step 27611: (231, 145) -> ò232
Step 27612: (229, 146) -> ó230
Step 27613: (228, 148) -> õ229
Step 27614: (227, 150) -> ÷228
Step 27615: (229, 151) -> ø230
Step 27616: (228, 153) -> ú229
Step 27617: (227, 155) -> ü228
Step 27618: (225, 154) -> û226
Step 27619: (226, 152) -> ù227
Step 27620: (224, 153) -> ú225
Step 27621: (225, 155) -> ü226
Step 27622: (226, 153) -> ú227
Step 27623: (227, 151) -> ø228
Step 27624: (228, 149) -> ö229
Step 27625: (229, 147) -> ô230
Step 27626: (230, 145) -> ò231
Step 27627: (231, 143) -> ð232
Step 27628: (232, 141) -> î233
Step 27629: (233, 139) -> ì234
Step 27630: (234, 137) -> ê235
Step 27631: (235, 135) -> è236
Step 27632: (237, 136) -> é238
Step 27633: (238, 134) -> ç239
Step 27634: (239, 132) -> å240
Step 27635: (238, 130) -> ã239
Step 27636: (237, 132) -> å238
Step 27637: (236, 134) -> ç237
Step 27638: (234, 135) -> è235
Step 27639: (235, 137) -> ê236
Step 27640: (234, 139) -> ì235
Step 27641: (233, 137) -> ê234
Step 27642: (231, 138) -> ë232
Step 27643: (232, 140) -> í233
Step 27644: (231, 142) -> ï232
Step 27645: (230, 144) -> ñ231
Step 27646: (228, 145) -> ò229
Step 27647: (230, 146) -> ó231
Step 27648: (229, 148) -> õ230
Step 27649: (228, 150) -> ÷229
Step 27650: (227, 152) -> ù228
Step 27651: (226, 154) -> û227
Step 27652: (225, 156) -> ý226
Step 27653: (224, 158) -> ÿ225
Step 27654: (223, 160) -> ā224
Step 27655: (222, 162) -> ă223
Step 27656: (221, 164) -> ą222
Step 27657: (220, 166) -> ć221
Step 27658: (219, 168) -> ĉ220
Step 27659: (218, 170) -> ċ219
Step 27660: (220, 171) -> Č221
Step 27661: (221, 173) -> Ď222
Step 27662: (222, 175) -> Đ223
Step 27663: (223, 177) -> Ē224
Step 27664: (224, 179) -> Ĕ225
Step 27665: (225, 181) -> Ė226
Step 27666: (226, 183) -> Ę227
Step 27667: (227, 185) -> Ě228
Step 27668: (228, 187) -> Ĝ229
Step 27669: (229, 189) -> Ğ230
Step 27670: (230, 191) -> Ġ231
Step 27671: (231, 193) -> Ģ232
Step 27672: (232, 195) -> Ĥ233
Step 27673: (233, 197) -> Ħ234
Step 27674: (234, 199) -> Ĩ235
Step 27675: (235, 201) -> Ī236
Step 27676: (236, 203) -> Ĭ237
Step 27677: (237, 205) -> Į238
Step 27678: (238, 207) -> İ239
Step 27679: (239, 209) -> Ĳ240
Step 27680: (240, 211) -> Ĵ241
Step 27681: (241, 213) -> Ķ242
Step 27682: (242, 215) -> ĸ243
Step 27683: (243, 217) -> ĺ244
Step 27684: (244, 219) -> ļ245
Step 27685: (245, 221) -> ľ246
Step 27686: (246, 223) -> ŀ247
Step 27687: (247, 225) -> ł248
Step 27688: (248, 227) -> ń249
Step 27689: (249, 229) -> ņ250
Step 27690: (250, 231) -> ň251
Step 27691: (251, 233) -> Ŋ252
Step 27692: (252, 235) -> Ō253
Step 27693: (253, 237) -> Ŏ254
Step 27694: (254, 239) -> Ő255
Step 27695: (252, 240) -> ő253
Step 27696: (251, 238) -> ŏ252
Step 27697: (250, 236) -> ō251
Step 27698: (249, 234) -> ŋ250
Step 27699: (248, 232) -> ŉ249
Step 27700: (247, 230) -> Ň248
Step 27701: (246, 228) -> Ņ247
Step 27702: (245, 226) -> Ń246
Step 27703: (244, 224) -> Ł245
Step 27704: (243, 222) -> Ŀ244
Step 27705: (242, 220) -> Ľ243
Step 27706: (241, 218) -> Ļ242
Step 27707: (240, 216) -> Ĺ241
Step 27708: (239, 214) -> ķ240
Step 27709: (238, 212) -> ĵ239
Step 27710: (237, 210) -> ĳ238
Step 27711: (236, 208) -> ı237
Step 27712: (235, 206) -> į236
Step 27713: (234, 204) -> ĭ235
Step 27714: (233, 202) -> ī234
Step 27715: (232, 200) -> ĩ233
Step 27716: (231, 198) -> ħ232
Step 27717: (230, 196) -> ĥ231
Step 27718: (229, 194) -> ģ230
Step 27719: (228, 192) -> ġ229
Step 27720: (227, 190) -> ğ228
Step 27721: (226, 188) -> ĝ227
Step 27722: (225, 186) -> ě226
Step 27723: (224, 184) -> ę225
Step 27724: (223, 182) -> ė224
Step 27725: (222, 180) -> ĕ223
Step 27726: (221, 178) -> ē222
Step 27727: (220, 176) -> đ221
Step 27728: (219, 174) -> ď220
Step 27729: (218, 172) -> č219
Step 27730: (216, 171) -> Č217
Step 27731: (217, 169) -> Ċ218
Step 27732: (218, 171) -> Č219
Step 27733: (219, 173) -> Ď220
Step 27734: (220, 175) -> Đ221
Step 27735: (221, 177) -> Ē222
Step 27736: (222, 179) -> Ĕ223
Step 27737: (223, 181) -> Ė224
Step 27738: (224, 183) -> Ę225
Step 27739: (225, 185) -> Ě226
Step 27740: (226, 187) -> Ĝ227
Step 27741: (227, 189) -> Ğ228
Step 27742: (228, 191) -> Ġ229
Step 27743: (229, 193) -> Ģ230
Step 27744: (230, 195) -> Ĥ231
Step 27745: (231, 197) -> Ħ232
Step 27746: (232, 199) -> Ĩ233
Step 27747: (233, 201) -> Ī234
Step 27748: (234, 203) -> Ĭ235
Step 27749: (235, 205) -> Į236
Step 27750: (236, 207) -> İ237
Step 27751: (237, 209) -> Ĳ238
Step 27752: (238, 211) -> Ĵ239
Step 27753: (239, 213) -> Ķ240
Step 27754: (240, 215) -> ĸ241
Step 27755: (241, 217) -> ĺ242
Step 27756: (242, 219) -> ļ243
Step 27757: (243, 221) -> ľ244
Step 27758: (244, 223) -> ŀ245
Step 27759: (245, 225) -> ł246
Step 27760: (246, 227) -> ń247
Step 27761: (247, 229) -> ņ248
Step 27762: (248, 231) -> ň249
Step 27763: (249, 233) -> Ŋ250
Step 27764: (250, 235) -> Ō251
Step 27765: (251, 237) -> Ŏ252
Step 27766: (252, 239) -> Ő253
Step 27767: (253, 241) -> Œ254
Step 27768: (254, 243) -> Ŕ255
Step 27769: (252, 244) -> ŕ253
Step 27770: (251, 242) -> œ252
Step 27771: (250, 240) -> ő251
Step 27772: (252, 241) -> Œ253
Step 27773: (254, 242) -> œ255
Step 27774: (253, 240) -> ő254
Step 27775: (251, 239) -> Ő252
Step 27776: (249, 238) -> ŏ250
Step 27777: (248, 236) -> ō249
Step 27778: (250, 237) -> Ŏ251
Step 27779: (252, 238) -> ŏ253
Step 27780: (251, 236) -> ō252
Step 27781: (249, 235) -> Ō250
Step 27782: (247, 234) -> ŋ248
Step 27783: (246, 232) -> ŉ247
Step 27784: (248, 233) -> Ŋ249
Step 27785: (250, 234) -> ŋ251
Step 27786: (249, 232) -> ŉ250
Step 27787: (247, 231) -> ň248
Step 27788: (245, 230) -> Ň246
Step 27789: (244, 228) -> Ņ245
Step 27790: (246, 229) -> ņ247
Step 27791: (248, 230) -> Ň249
Step 27792: (247, 228) -> Ņ248
Step 27793: (245, 227) -> ń246
Step 27794: (243, 226) -> Ń244
Step 27795: (242, 224) -> Ł243
Step 27796: (244, 225) -> ł245
Step 27797: (246, 226) -> Ń247
Step 27798: (245, 224) -> Ł246
Step 27799: (243, 223) -> ŀ244
Step 27800: (241, 222) -> Ŀ242
Step 27801: (240, 220) -> Ľ241
Step 27802: (242, 221) -> ľ243
Step 27803: (244, 222) -> Ŀ245
Step 27804: (243, 220) -> Ľ244
Step 27805: (241, 219) -> ļ242
Step 27806: (239, 218) -> Ļ240
Step 27807: (238, 216) -> Ĺ239
Step 27808: (240, 217) -> ĺ241
Step 27809: (242, 218) -> Ļ243
Step 27810: (241, 216) -> Ĺ242
Step 27811: (239, 215) -> ĸ240
Step 27812: (237, 214) -> ķ238
Step 27813: (236, 212) -> ĵ237
Step 27814: (238, 213) -> Ķ239
Step 27815: (240, 214) -> ķ241
Step 27816: (239, 212) -> ĵ240
Step 27817: (237, 211) -> Ĵ238
Step 27818: (235, 210) -> ĳ236
Step 27819: (234, 208) -> ı235
Step 27820: (236, 209) -> Ĳ237
Step 27821: (238, 210) -> ĳ239
Step 27822: (237, 208) -> ı238
Step 27823: (235, 207) -> İ236
Step 27824: (233, 206) -> į234
Step 27825: (232, 204) -> ĭ233
Step 27826: (234, 205) -> Į235
Step 27827: (236, 206) -> į237
Step 27828: (235, 204) -> ĭ236
Step 27829: (233, 203) -> Ĭ234
Step 27830: (231, 202) -> ī232
Step 27831: (230, 200) -> ĩ231
Step 27832: (232, 201) -> Ī233
Step 27833: (234, 202) -> ī235
Step 27834: (233, 200) -> ĩ234
Step 27835: (231, 199) -> Ĩ232
Step 27836: (229, 198) -> ħ230
Step 27837: (228, 196) -> ĥ229
Step 27838: (230, 197) -> Ħ231
Step 27839: (232, 198) -> ħ233
Step 27840: (231, 196) -> ĥ232
Step 27841: (229, 195) -> Ĥ230
Step 27842: (227, 194) -> ģ228
Step 27843: (226, 192) -> ġ227
Step 27844: (228, 193) -> Ģ229
Step 27845: (230, 194) -> ģ231
Step 27846: (229, 192) -> ġ230
Step 27847: (227, 191) -> Ġ228
Step 27848: (225, 190) -> ğ226
Step 27849: (224, 188) -> ĝ225
Step 27850: (226, 189) -> Ğ227
Step 27851: (228, 190) -> ğ229
Step 27852: (227, 188) -> ĝ228
Step 27853: (225, 187) -> Ĝ226
Step 27854: (223, 186) -> ě224
Step 27855: (222, 184) -> ę223
Step 27856: (224, 185) -> Ě225
Step 27857: (226, 186) -> ě227
Step 27858: (225, 184) -> ę226
Step 27859: (223, 183) -> Ę224
Step 27860: (221, 182) -> ė222
Step 27861: (220, 180) -> ĕ221
Step 27862: (222, 181) -> Ė223
Step 27863: (224, 182) -> ė225
Step 27864: (223, 180) -> ĕ224
Step 27865: (221, 179) -> Ĕ222
Step 27866: (219, 178) -> ē220
Step 27867: (218, 176) -> đ219
Step 27868: (220, 177) -> Ē221
Step 27869: (222, 178) -> ē223
Step 27870: (221, 176) -> đ222
Step 27871: (219, 175) -> Đ220
Step 27872: (217, 174) -> ď218
Step 27873: (215, 173) -> Ď216
Step 27874: (217, 172) -> č218
Step 27875: (218, 174) -> ď219
Step 27876: (219, 172) -> č220
Step 27877: (220, 174) -> ď221
Step 27878: (219, 176) -> đ220
Step 27879: (220, 178) -> ē221
Step 27880: (221, 180) -> ĕ222
Step 27881: (222, 182) -> ė223
Step 27882: (223, 184) -> ę224
Step 27883: (224, 186) -> ě225
Step 27884: (225, 188) -> ĝ226
Step 27885: (226, 190) -> ğ227
Step 27886: (227, 192) -> ġ228
Step 27887: (228, 194) -> ģ229
Step 27888: (229, 196) -> ĥ230
Step 27889: (230, 198) -> ħ231
Step 27890: (231, 200) -> ĩ232
Step 27891: (232, 202) -> ī233
Step 27892: (233, 204) -> ĭ234
Step 27893: (234, 206) -> į235
Step 27894: (235, 208) -> ı236
Step 27895: (236, 210) -> ĳ237
Step 27896: (237, 212) -> ĵ238
Step 27897: (238, 214) -> ķ239
Step 27898: (239, 216) -> Ĺ240
Step 27899: (240, 218) -> Ļ241
Step 27900: (241, 220) -> Ľ242
Step 27901: (242, 222) -> Ŀ243
Step 27902: (243, 224) -> Ł244
